"";"Gene";"Prot";"CorrValue"
"6636";"g.ASPM";"p.CHEK2";0,545315301252093
"13258";"g.ZNF552";"p.ERRFI1";-0,545070672304093
"16304";"g.FMNL2";"p.AKT1S1";0,544747700655135
"9054";"g.RUNX3";"p.ESR1";-0,544616679809629
"8233";"g.KDM4B";"p.DVL3";-0,54438232814228
"5853";"g.LMO4";"p.CDK1";0,544328349871639
"2438";"g.NCOA7";"p.ASNS";0,544060492659175
"23028";"g.GO:0046777";"p.MYC";0,543529468958091
"7814";"g.LRIG1";"p.CCNE1";-0,543373131213354
"27592";"g.FAM63A";"p.GO:0007165";0,543313316614885
"16291";"g.TTC39A";"p.AKT1S1";-0,542991612546801
"16249";"g.C4orf34";"p.AKT1S1";-0,542716180326767
"7412";"g.FMNL2";"p.CCNB1";0,542420117895204
"15793";"g.C4orf34";"p.PRKCD";-0,541581492251183
"14252";"g.FMNL2";"p.NOTCH1";0,541477973179867
"24624";"g.GO:0046777";"p.TP53";0,541442407223454
"2392";"g.NTN4";"p.ASNS";-0,541387359764884
"25798";"g.ZNF552";"p.GO:0006351";0,541309491316981
"26452";"g.FAM63A";"p.GO:0006366";0,541257948965767
"22597";"g.KDM4B";"p.MET";-0,541007832182874
"1823";"g.GO:0045944";"p.ANLN";0,540812673925924
"26490";"g.FUT8";"p.GO:0006366";0,540489167946595
"7846";"g.CSRP2";"p.CCNE1";0,540479237088512
"5773";"g.STC2";"p.CDK1";-0,539929239190904
"6485";"g.SLC43A3";"p.CHEK1";0,539883842017451
"6024";"g.LYN";"p.CASP7";0,539775346515589
"23248";"g.GO:0018108";"p.EEF2";0,539549754466779
"30814";"g.ZNF552";"p.GO:0045893";0,539494379781357
"2086";"g.ZNF552";"p.ARID1A";-0,539485212208677
"6637";"g.KDM4B";"p.CHEK2";-0,539418768514509
"15669";"g.PREX1";"p.PRKCA";-0,539368398657783
"16341";"g.LMO4";"p.AKT1S1";0,539338447578639
"31174";"g.PLAUR";"p.GO:0045944";-0,539326353245002
"23255";"g.GO:0045944";"p.EEF2";0,539096848593895
"23181";"g.LMO4";"p.EEF2";0,539049072437842
"10135";"g.TTC39A";"p.GATA3";0,539017642997934
"6549";"g.PREX1";"p.CHEK1";-0,538966070437997
"2376";"g.LYN";"p.ASNS";0,538952880977494
"14136";"g.GO:0046777";"p.NF2";0,538276129261586
"27716";"g.E2F1";"p.GO:0007165";-0,538075234137199
"15833";"g.SLC43A3";"p.PRKCD";0,538041283700786
"23164";"g.CCNA2";"p.EEF2";0,538015267572857
"21685";"g.KDM4B";"p.YBX1";-0,537842489274819
"718";"g.ZNF552";"p.ARAF";-0,537794931170237
"1658";"g.LRIG1";"p.ANLN";-0,537782368745317
"25242";"g.RUNX3";"p.GO:0000122";-0,537591486795779
"6765";"g.LMO4";"p.CHEK2";0,536813920316297
"6612";"g.GO:0046777";"p.CHEK1";0,536461619899258
"26621";"g.MEX3A";"p.GO:0006366";-0,536146611244915
"16415";"g.GO:0045944";"p.AKT1S1";0,536145678405898
"6715";"g.TTC39A";"p.CHEK2";-0,536064432213169
"15828";"g.LYN";"p.PRKCD";0,535943254323452
"2301";"g.KIF13B";"p.ASNS";-0,535760294897456
"6673";"g.C4orf34";"p.CHEK2";-0,535541714200126
"14467";"g.TTC39A";"p.CDH3";-0,535359117630635
"7893";"g.NCAPG2";"p.CCNE1";0,535110260949992
"27697";"g.C1orf38";"p.GO:0007165";-0,534959275469975
"25253";"g.MEX3A";"p.GO:0000122";-0,534938772609363
"31104";"g.LYN";"p.GO:0045944";-0,534739775209802
"31029";"g.KIF13B";"p.GO:0045944";0,534443016488224
"5953";"g.KDM4B";"p.CASP7";-0,534367164095187
"7793";"g.ASF1B";"p.CCNE1";0,534244089605297
"9058";"g.PLAUR";"p.ESR1";-0,534241332171219
"4374";"g.FUT8";"p.BECN1";-0,534055582137844
"6777";"g.PREX1";"p.CHEK2";-0,534050722602276
"16212";"g.ASPM";"p.AKT1S1";0,533982757394173
"9045";"g.LMO4";"p.ESR1";-0,533859220370687
"6839";"g.GO:0045944";"p.CHEK2";0,533758445675547
"6728";"g.FMNL2";"p.CHEK2";0,533660012962472
"26467";"g.ARL4C";"p.GO:0006366";-0,533588020917043
"7398";"g.HN1";"p.CCNB1";0,533554985918606
"10259";"g.GO:0045944";"p.GATA3";-0,533513004702751
"4394";"g.LRIG1";"p.BECN1";-0,533478569060054
"7947";"g.SEMA3C";"p.CCNE1";-0,533205638220936
"9382";"g.ZNF552";"p.FOXO3";-0,532821808244737
"26472";"g.ASPM";"p.GO:0006366";-0,532682736632879
"24430";"g.ZNF552";"p.TP53";-0,532654172095542
"15835";"g.TTC39A";"p.PRKCD";-0,532598051862041
"7461";"g.PREX1";"p.CCNB1";-0,532240329044279
"5828";"g.E2F1";"p.CDK1";0,532209520128637
"26610";"g.RUNX3";"p.GO:0006366";-0,531537507351956
"1749";"g.LMO4";"p.ANLN";0,531378802091558
"10168";"g.CCNA2";"p.GATA3";-0,531156571960156
"6081";"g.LMO4";"p.CASP7";0,530942459864555
"8913";"g.KIF13B";"p.ESR1";0,530902099015506
"14239";"g.TTC39A";"p.NOTCH1";-0,530717570323376
"2505";"g.GO:0045892";"p.ASNS";-0,53062541704699
"23090";"g.LRIG1";"p.EEF2";-0,530369405185959
"14197";"g.C4orf34";"p.NOTCH1";-0,529988049391689
"8242";"g.ZNF552";"p.DVL3";-0,529823253066665
"9015";"g.SIGIRR";"p.ESR1";0,529676057001284
"24524";"g.E2F1";"p.TP53";0,52940556816166
"26584";"g.CCNA2";"p.GO:0006366";-0,529402476837604
"31112";"g.MTL5";"p.GO:0045944";0,529046075967994
"13933";"g.KDM4B";"p.NF2";-0,528931106692523
"22965";"g.PREX1";"p.MYC";-0,528775903617901
"5962";"g.ZNF552";"p.CASP7";-0,528686120437138
"14406";"g.FUT8";"p.CDH3";-0,528346707584567
"30945";"g.PREX1";"p.GO:0045893";0,528073730044519
"6500";"g.FMNL2";"p.CHEK1";0,527982543159686
"7516";"g.GO:0018108";"p.CCNB1";0,527929661161662
"4490";"g.NCOA7";"p.BECN1";0,52775425979928
"23070";"g.FUT8";"p.EEF2";-0,527675406615795
"2153";"g.SLC43A3";"p.ARID1A";0,527637803258748
"7910";"g.NCOA7";"p.CCNE1";0,527347943664585
"14854";"g.ZNF552";"p.PCNA";-0,527343264218317
"22673";"g.SLC43A3";"p.MET";0,527299588636096
"5721";"g.KIF13B";"p.CDK1";-0,527028641821877
"20165";"g.SLC43A3";"p.SYK";0,526980735242461
"27647";"g.SLC19A2";"p.GO:0007165";0,526966973546896
"4559";"g.GO:0045944";"p.BECN1";0,526937652369749
"31018";"g.LIMD2";"p.GO:0045944";-0,52689869900117
"2290";"g.LIMD2";"p.ASNS";0,526856493583767
"27589";"g.RTN2";"p.GO:0007165";0,526822963090428
"14845";"g.KDM4B";"p.PCNA";-0,52678796492763
"7358";"g.LRIG1";"p.CCNB1";-0,526355567513632
"1638";"g.FUT8";"p.ANLN";-0,526191987373839
"12676";"g.CCNA2";"p.XRCC5";0,526030186966921
"20457";"g.PREX1";"p.TGM1";-0,525914937958434
"27796";"g.GO:0006468";"p.GO:0007165";-0,525839284989478
"20160";"g.LYN";"p.SYK";0,525682945497607
"12768";"g.GO:0046777";"p.XRCC5";0,525522413512463
"7317";"g.KIF13B";"p.CCNB1";-0,525201452575742
"23124";"g.LYN";"p.EEF2";0,525096714417156
"22737";"g.PREX1";"p.MET";-0,524900899674293
"7311";"g.RTKN2";"p.CCNB1";0,524886134887295
"23246";"g.GO:0016032";"p.EEF2";0,524623289820568
"8996";"g.MTL5";"p.ESR1";0,524437413172443
"7357";"g.C4orf34";"p.CCNB1";-0,524428176377429
"2188";"g.CCNA2";"p.ARID1A";0,524426891975942
"1754";"g.NCOA7";"p.ANLN";0,524258575190241
"1732";"g.CCNA2";"p.ANLN";0,524146952083256
"5926";"g.GO:0045893";"p.CDK1";0,523878731778214
"4405";"g.STC2";"p.BECN1";-0,523749083807102
"1690";"g.CSRP2";"p.ANLN";0,523649029338982
"26601";"g.LMO4";"p.GO:0006366";-0,523472640950056
"15805";"g.STC2";"p.PRKCD";-0,523372512061127
"10094";"g.LRIG1";"p.GATA3";0,523370038604869
"7439";"g.SNED1";"p.CCNB1";-0,523227979827601
"13389";"g.PREX1";"p.ERRFI1";-0,523227555793708
"16230";"g.FUT8";"p.AKT1S1";-0,522788677523744
"15885";"g.LMO4";"p.PRKCD";0,52276804357955
"20388";"g.LYN";"p.TGM1";0,522733925061234
"4494";"g.RUNX3";"p.BECN1";0,522687293525878
"24623";"g.GO:0045944";"p.TP53";0,522544180780287
"20217";"g.LMO4";"p.SYK";0,522088205529054
"1669";"g.STC2";"p.ANLN";-0,521869247155066
"12758";"g.GO:0016032";"p.XRCC5";0,521759089846917
"22800";"g.GO:0046777";"p.MET";0,521606107157138
"9120";"g.GO:0046777";"p.ESR1";-0,521527803396502
"10126";"g.CSRP2";"p.GATA3";-0,521512952440425
"25929";"g.PREX1";"p.GO:0006351";0,52150901983334
"12641";"g.SLC43A3";"p.XRCC5";0,521286774336939
"26676";"g.GO:0046777";"p.GO:0006366";-0,521229951880206
"6487";"g.TTC39A";"p.CHEK1";-0,521062329735207
"2077";"g.KDM4B";"p.ARID1A";-0,521031530431713
"25090";"g.LIMD2";"p.GO:0000122";-0,521031038976174
"27692";"g.MTL5";"p.GO:0007165";0,52093163991524
"25275";"g.SEMA3C";"p.GO:0000122";0,520923199590756
"10056";"g.ASPM";"p.GATA3";-0,520883686770009
"15794";"g.LRIG1";"p.PRKCD";-0,520723393730836
"7864";"g.NTN4";"p.CCNE1";-0,520701844067528
"20125";"g.C4orf34";"p.SYK";-0,520441527923275
"12574";"g.ZNF552";"p.XRCC5";-0,520360991559735
"25084";"g.FAM63A";"p.GO:0000122";0,519912889261553
"7449";"g.LMO4";"p.CCNB1";0,519891826430971
"7338";"g.FUT8";"p.CCNB1";-0,519888142456946
"1692";"g.LYN";"p.ANLN";0,519751549254535
"6029";"g.SLC43A3";"p.CASP7";0,519715815163936
"3410";"g.GO:0016032";"p.BRAF";0,519314441345178
